ob_code,disturbance_type,disturbance_comment,disturbance_intensity,disturbance_age,disturbance_extent
SASU0038,Vandalism/dumping/litter,NA,Low,NA,NA
SASU0038,Competition from exotics,NA,Low,NA,NA
SASU0038,Road/trail construction/maint.,NA,Low,NA,NA
SASU0039,Competition from exotics,NA,High,NA,NA
SASU0040,Surface water diversion,NA,Low,NA,NA
SASU0040,Vandalism/dumping/litter,NA,Low,NA,NA
SASU0040,Competition from exotics,NA,Low,NA,NA
SASU0041,Vandalism/dumping/litter,NA,Low,NA,NA
SASU0041,Competition from exotics,NA,Low,NA,NA
SASU0042,Vandalism/dumping/litter,NA,Low,NA,NA
SASU0042,Competition from exotics,NA,Low,NA,NA
SASU0043,Competition from exotics,NA,High,NA,NA
SASU0044,Competition from exotics,NA,Low,NA,NA
SASU0045,Competition from exotics,NA,Low,NA,NA
SASU0046,Grazing,NA,Low,NA,NA
SASU0046,Competition from exotics,NA,Low,NA,NA
SASU0048,Competition from exotics,NA,Moderate,NA,NA
SASU0048,Grazing,NA,Low,NA,NA
SASU0050,Competition from exotics,NA,Low,NA,NA
SASU0051,Competition from exotics,NA,Moderate,NA,NA
SASU0052,Competition from exotics,NA,Low,NA,NA
SASU0053,Competition from exotics,NA,Low,NA,NA
SASU0054,Competition from exotics,NA,Low,NA,NA
SASU0055,Competition from exotics,NA,Low,NA,NA
SASU0056,Competition from exotics,NA,Low,NA,NA
SASU0057,Competition from exotics,NA,Low,NA,NA
SASU0058,Competition from exotics,NA,Low,NA,NA
SASU0058,Vandalism/dumping/litter,NA,Low,NA,NA
SASU0059,Competition from exotics,NA,Low,NA,NA
SASU0060,Competition from exotics,NA,Low,NA,NA
SASU0060,Road/trail construction/maint.,NA,Low,NA,NA
SASU0061,Competition from exotics,NA,High,NA,NA
SASU0062,Competition from exotics,NA,Low,NA,NA
SASU0062,Road/trail construction/maint.,NA,Low,NA,NA
SASU0063,Competition from exotics,NA,Moderate,NA,NA
SASU0064,Vandalism/dumping/litter,NA,Low,NA,NA
SASU0064,Competition from exotics,NA,Low,NA,NA
SASU0065,Competition from exotics,NA,Low,NA,NA
SASU0066,Road/trail construction/maint.,NA,Low,NA,NA
SASU0066,Competition from exotics,NA,Low,NA,NA
SASU0066,Development,NA,Low,NA,NA
SASU0067,Competition from exotics,NA,Moderate,NA,NA
SASU0068,Competition from exotics,NA,Moderate,NA,NA
SASU0069,Competition from exotics,NA,Low,NA,NA
SASU0070,Competition from exotics,NA,Low,NA,NA
SASU0070,Grazing,NA,Low,NA,NA
SASU0070,Road/trail construction/maint.,NA,Low,NA,NA
SASU0071,Competition from exotics,NA,High,NA,NA
SASU0072,Competition from exotics,NA,Low,NA,NA
SASU0073,Competition from exotics,NA,Low,NA,NA
SASU0074,Grazing,NA,Low,NA,NA
SASU0074,Competition from exotics,NA,Low,NA,NA
SASU0075,Competition from exotics,NA,Moderate,NA,NA
SASU0076,Competition from exotics,NA,Low,NA,NA
SASU0077,Competition from exotics,NA,Low,NA,NA
SASU0078,Competition from exotics,NA,Low,NA,NA
SASU0079,Competition from exotics,NA,Low,NA,NA
SASU0081,Competition from exotics,NA,Low,NA,NA
MPEN001,Competition from exotics,NA,High,NA,NA
SCLAR001,Foot traffic/trampling,NA,High,NA,NA
SCLAR001,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR001,Competition from exotics,NA,Moderate,NA,NA
SCLAR001,Altered flood/tidal regime,NA,High,NA,NA
SCLAR001,"Rip-rap, bank protection",NA,Moderate,NA,NA
SCLAR001,Erosion/runoff,NA,Moderate,NA,NA
SCLAR002,Grazing,NA,Low,NA,NA
SCLAR002,Competition from exotics,NA,Low,NA,NA
SCLAR003,Competition from exotics,NA,Moderate,NA,NA
SCLAR003,Improper burning regime,NA,Moderate,NA,NA
SCLAR003,Grazing,NA,Low,NA,NA
SCLAR003,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR003,Foot traffic/trampling,NA,Low,NA,NA
SCLAR004,Vandalism/dumping/litter,NA,Moderate,NA,NA
SCLAR004,Competition from exotics,NA,Low,NA,NA
SCLAR004,Other,barbed wire fence,Low,NA,NA
SCLAR005,Grazing,NA,Low,NA,NA
SCLAR005,Foot traffic/trampling,NA,Low,NA,NA
SCLAR005,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR005,Competition from exotics,NA,Moderate,NA,NA
SCLAR006,Grazing,NA,Moderate,NA,NA
SCLAR006,Competition from exotics,NA,Low,NA,NA
SCLAR006,Erosion/runoff,NA,Low,NA,NA
SCLAR007,Non-native predators,NA,Moderate,NA,NA
SCLAR007,Foot traffic/trampling,NA,Low,NA,NA
SCLAR007,Grazing,NA,Low,NA,NA
SCLAR007,Mining,NA,Low,NA,NA
SCLAR008,Competition from exotics,NA,Low,NA,NA
SCLAR008,Grazing,NA,Low,NA,NA
SCLAR008,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR008,Foot traffic/trampling,NA,Low,NA,NA
SCLAR008,Erosion/runoff,NA,Low,NA,NA
SCLAR009,Grazing,NA,Low,NA,NA
SCLAR009,Competition from exotics,NA,High,NA,NA
SCLAR010,Competition from exotics,NA,Low,NA,NA
SCLAR010,Grazing,NA,Low,NA,NA
SCLAR011,Competition from exotics,NA,Low,NA,NA
SCLAR011,Foot traffic/trampling,NA,Moderate,NA,NA
SCLAR011,Grazing,NA,Low,NA,NA
SCLAR012,Dam/inundation,NA,Low,NA,NA
SCLAR012,Vandalism/dumping/litter,NA,Moderate,NA,NA
SCLAR012,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR012,Improper burning regime,NA,Low,NA,NA
SCLAR012,Foot traffic/trampling,NA,Moderate,NA,NA
SCLAR013,Vandalism/dumping/litter,NA,Moderate,NA,NA
SCLAR013,Dam/inundation,NA,High,NA,NA
SCLAR013,Road/trail construction/maint.,NA,High,NA,NA
SCLAR014,Erosion/runoff,NA,Moderate,NA,NA
SCLAR014,Dam/inundation,NA,Low,NA,NA
SCLAR015,Erosion/runoff,NA,Low,NA,NA
SCLAR015,Competition from exotics,NA,Low,NA,NA
SCLAR015,Dam/inundation,NA,Low,NA,NA
SCLAR015,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR015,Foot traffic/trampling,NA,Low,NA,NA
SCLAR016,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR016,Competition from exotics,NA,Moderate,NA,NA
SCLAR016,Grazing,NA,Low,NA,NA
SCLAR016,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR017,Erosion/runoff,NA,Low,NA,NA
SCLAR017,Vandalism/dumping/litter,NA,Moderate,NA,NA
SCLAR017,Foot traffic/trampling,NA,High,NA,NA
SCLAR017,Competition from exotics,NA,Moderate,NA,NA
SCLAR017,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR018,"Rip-rap, bank protection",NA,Moderate,NA,NA
SCLAR018,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR018,Competition from exotics,NA,Low,NA,NA
SCLAR018,Foot traffic/trampling,NA,Moderate,NA,NA
SCLAR018,Erosion/runoff,NA,High,NA,NA
SCLAR019,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR019,Competition from exotics,NA,Low,NA,NA
SCLAR019,Other,man-constructed terrace,High,NA,NA
SCLAR019,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR019,Foot traffic/trampling,NA,Low,NA,NA
SCLAR020,Erosion/runoff,NA,Moderate,NA,NA
SCLAR021,Competition from exotics,NA,Moderate,NA,NA
SCLAR021,Development,NA,Low,NA,NA
SCLAR022,Competition from exotics,NA,High,NA,NA
SCLAR022,Grazing,NA,Low,NA,NA
SCLAR023,Competition from exotics,NA,Moderate,NA,NA
SCLAR023,Grazing,NA,Low,NA,NA
SCLAR023,Foot traffic/trampling,NA,Low,NA,NA
SCLAR023,Erosion/runoff,NA,Moderate,NA,NA
SCLAR024,ORV activity,NA,Moderate,NA,NA
SCLAR024,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR024,Erosion/runoff,NA,Low,NA,NA
SCLAR024,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR025,ORV activity,NA,High,NA,NA
SCLAR025,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR025,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR025,Erosion/runoff,NA,High,NA,NA
SCLAR026,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR026,Erosion/runoff,NA,Moderate,NA,NA
SCLAR027,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR027,Erosion/runoff,NA,Moderate,NA,NA
SCLAR028,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR028,Competition from exotics,NA,Low,NA,NA
SCLAR028,Erosion/runoff,NA,Low,NA,NA
SCLAR028,ORV activity,NA,Low,NA,NA
SCLAR029,Competition from exotics,NA,Low,NA,NA
SCLAR030,Road/trail construction/maint.,NA,High,NA,NA
SCLAR030,Erosion/runoff,NA,Low,NA,NA
SCLAR030,ORV activity,NA,High,NA,NA
SCLAR030,Competition from exotics,NA,High,NA,NA
SCLAR031,Erosion/runoff,NA,High,NA,NA
SCLAR033,Road/trail construction/maint.,NA,High,NA,NA
SCLAR033,Competition from exotics,NA,Low,NA,NA
SCLAR033,Erosion/runoff,NA,Low,NA,NA
SCLAR033,ORV activity,NA,High,NA,NA
SCLAR034,ORV activity,NA,Low,NA,NA
SCLAR035,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR035,Competition from exotics,NA,Low,NA,NA
SCLAR035,Grazing,NA,Low,NA,NA
SCLAR036,Grazing,NA,Moderate,NA,NA
SCLAR036,Vandalism/dumping/litter,NA,Moderate,NA,NA
SCLAR036,Competition from exotics,NA,Moderate,NA,NA
SCLAR036,ORV activity,NA,Low,NA,NA
SCLAR037,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR037,Competition from exotics,NA,Moderate,NA,NA
SCLAR037,Grazing,NA,Low,NA,NA
SCLAR038,Grazing,NA,Low,NA,NA
SCLAR038,Competition from exotics,NA,Low,NA,NA
SCLAR038,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR039,Competition from exotics,NA,Low,NA,NA
SCLAR039,Grazing,NA,Low,NA,NA
SCLAR040,Competition from exotics,NA,Moderate,NA,NA
SCLAR040,Foot traffic/trampling,NA,Low,NA,NA
SCLAR041,Erosion/runoff,NA,Moderate,NA,NA
SCLAR041,Competition from exotics,NA,Low,NA,NA
SCLAR041,Foot traffic/trampling,NA,Low,NA,NA
SCLAR041,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR042,Foot traffic/trampling,NA,Moderate,NA,NA
SCLAR042,Erosion/runoff,NA,Low,NA,NA
SCLAR042,Competition from exotics,NA,Low,NA,NA
SCLAR043,Erosion/runoff,NA,Low,NA,NA
SCLAR043,Competition from exotics,NA,Low,NA,NA
SCLAR044,Competition from exotics,NA,Low,NA,NA
SCLAR044,Foot traffic/trampling,NA,Low,NA,NA
SCLAR044,Other,noise,Low,NA,NA
SCLAR045,Competition from exotics,NA,Low,NA,NA
SCLAR046,Development,NA,Low,NA,NA
SCLAR046,Competition from exotics,NA,Low,NA,NA
SCLAR047,Competition from exotics,NA,Low,NA,NA
SCLAR047,Surface water diversion,NA,Moderate,NA,NA
SCLAR048,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR048,Competition from exotics,NA,Moderate,NA,NA
SCLAR048,Wood cutting,NA,Low,NA,NA
SCLAR048,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR049,Feral pigs,NA,Moderate,NA,NA
SCLAR049,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR049,Competition from exotics,NA,High,NA,NA
SCLAR050,Foot traffic/trampling,NA,Moderate,NA,NA
SCLAR050,Development,NA,Low,NA,NA
SCLAR050,Competition from exotics,NA,Moderate,NA,NA
SCLAR051,Competition from exotics,NA,Low,NA,NA
SCLAR051,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR051,Development,NA,Low,NA,NA
SCLAR052,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR052,Surface water diversion,NA,Low,NA,NA
SCLAR052,Competition from exotics,NA,Low,NA,NA
SCLAR052,Development,NA,Low,NA,NA
SCLAR052,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR053,Development,NA,Moderate,NA,NA
SCLAR053,Competition from exotics,NA,Moderate,NA,NA
SCLAR054,Erosion/runoff,NA,Low,NA,NA
SCLAR054,Competition from exotics,NA,Moderate,NA,NA
SCLAR054,Grazing,NA,Low,NA,NA
SCLAR054,Road/trail construction/maint.,NA,High,NA,NA
SCLAR054,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR055,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR056,Grazing,NA,Low,NA,NA
SCLAR056,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR057,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR057,Grazing,NA,Moderate,NA,NA
SCLAR058,Grazing,NA,Low,NA,NA
SCLAR058,Competition from exotics,NA,Low,NA,NA
SCLAR059,Grazing,NA,Low,NA,NA
SCLAR059,Competition from exotics,NA,Moderate,NA,NA
SCLAR060,Grazing,NA,Low,NA,NA
SCLAR061,Competition from exotics,NA,Moderate,NA,NA
SCLAR061,Other,stock pond upstream,Moderate,NA,NA
SCLAR061,Erosion/runoff,NA,Moderate,NA,NA
SCLAR062,Grazing,NA,Low,NA,NA
SCLAR062,Competition from exotics,NA,Moderate,NA,NA
SCLAR063,Competition from exotics,NA,Moderate,NA,NA
SCLAR063,Grazing,NA,Low,NA,NA
SCLAR064,Grazing,NA,Low,NA,NA
SCLAR064,Competition from exotics,NA,Low,NA,NA
SCLAR065,Grazing,NA,Low,NA,NA
SCLAR068,Competition from exotics,NA,Moderate,NA,NA
SCLAR068,Grazing,NA,Low,NA,NA
SCLAR068,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR069,Feral pigs,NA,Moderate,NA,NA
SCLAR069,Other,atmospheric nitrogen deposition,Low,NA,NA
SCLAR069,Grazing,NA,Low,NA,NA
SCLAR069,Competition from exotics,NA,Low,NA,NA
SCLAR070,Grazing,NA,Low,NA,NA
SCLAR070,Competition from exotics,NA,Low,NA,NA
SCLAR071,Competition from exotics,NA,Low,NA,NA
SCLAR071,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR071,Foot traffic/trampling,NA,Low,NA,NA
SCLAR072,Erosion/runoff,NA,High,NA,NA
SCLAR072,Grazing,NA,Moderate,NA,NA
SCLAR073,Competition from exotics,NA,Moderate,NA,NA
SCLAR073,Grazing,NA,Moderate,NA,NA
SCLAR074,Grazing,NA,Low,NA,NA
SCLAR074,Competition from exotics,NA,Moderate,NA,NA
SCLAR074,Erosion/runoff,NA,Low,NA,NA
SCLAR075,Grazing,NA,Low,NA,NA
SCLAR076,Grazing,NA,High,NA,NA
SCLAR076,Foot traffic/trampling,NA,High,NA,NA
SCLAR076,Competition from exotics,NA,High,NA,NA
SCLAR077,Grazing,NA,Moderate,NA,NA
SCLAR077,Competition from exotics,NA,Low,NA,NA
SCLAR077,Feral pigs,NA,Low,NA,NA
SCLAR077,Foot traffic/trampling,NA,Moderate,NA,NA
SCLAR077,Surface water diversion,NA,Moderate,NA,NA
SCLAR078,Grazing,NA,Moderate,NA,NA
SCLAR080,Competition from exotics,NA,Moderate,NA,NA
SCLAR081,Competition from exotics,NA,Low,NA,NA
SCLAR082,Competition from exotics,NA,Low,NA,NA
SCLAR083,Competition from exotics,NA,Moderate,NA,NA
SCLAR083,Grazing,NA,Moderate,NA,NA
SCLAR084,Competition from exotics,NA,High,NA,NA
SCLAR085,Grazing,NA,Low,NA,NA
SCLAR085,Competition from exotics,NA,Low,NA,NA
SCLAR086,Grazing,NA,Low,NA,NA
SCLAR086,Competition from exotics,NA,Moderate,NA,NA
SCLAR087,Grazing,NA,Low,NA,NA
SCLAR088,Development,NA,Moderate,NA,NA
SCLAR088,Competition from exotics,NA,Low,NA,NA
SCLAR088,Grazing,NA,Low,NA,NA
SCLAR089,Grazing,NA,Low,NA,NA
SCLAR089,Competition from exotics,NA,Low,NA,NA
SCLAR090,Grazing,NA,Low,NA,NA
SCLAR091,Competition from exotics,NA,Moderate,NA,NA
SCLAR092,Feral pigs,NA,Moderate,NA,NA
SCLAR092,Grazing,NA,Low,NA,NA
SCLAR092,Competition from exotics,NA,Moderate,NA,NA
SCLAR093,Competition from exotics,NA,High,NA,NA
SCLAR093,Grazing,NA,Low,NA,NA
SCLAR093,Feral pigs,NA,Low,NA,NA
SCLAR094,Competition from exotics,NA,Moderate,NA,NA
SCLAR094,Grazing,NA,Low,NA,NA
SCLAR095,Dam/inundation,NA,Moderate,NA,NA
SCLAR095,ORV activity,NA,High,NA,NA
SCLAR095,Competition from exotics,NA,Moderate,NA,NA
SCLAR095,Erosion/runoff,NA,Low,NA,NA
SCLAR096,Feral pigs,NA,Low,NA,NA
SCLAR096,ORV activity,NA,High,NA,NA
SCLAR096,Erosion/runoff,NA,Low,NA,NA
SCLAR097,Competition from exotics,NA,Low,NA,NA
SCLAR097,Erosion/runoff,NA,Low,NA,NA
SCLAR097,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR098,ORV activity,NA,Moderate,NA,NA
SCLAR098,Competition from exotics,NA,Low,NA,NA
SCLAR099,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR100,Feral pigs,NA,Low,NA,NA
SCLAR100,ORV activity,NA,Moderate,NA,NA
SCLAR101,Grazing,NA,Moderate,NA,NA
SCLAR101,Competition from exotics,NA,Moderate,NA,NA
SCLAR102,Feral pigs,NA,Low,NA,NA
SCLAR102,Grazing,NA,Low,NA,NA
SCLAR102,Competition from exotics,NA,Low,NA,NA
SCLAR103,Grazing,NA,Moderate,NA,NA
SCLAR103,Competition from exotics,NA,Moderate,NA,NA
SCLAR104,Feral pigs,NA,Moderate,NA,NA
SCLAR105,Grazing,NA,Moderate,NA,NA
SCLAR105,Feral pigs,NA,Low,NA,NA
SCLAR107,Grazing,NA,Low,NA,NA
SCLAR107,Competition from exotics,NA,Low,NA,NA
SCLAR108,Competition from exotics,NA,High,NA,NA
SCLAR109,Improper burning regime,NA,Moderate,NA,NA
SCLAR109,Competition from exotics,NA,Low,NA,NA
SCLAR109,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR109,Erosion/runoff,NA,Moderate,NA,NA
SCLAR109,Channelization (human caused),NA,Moderate,NA,NA
SCLAR110,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR110,Competition from exotics,NA,Low,NA,NA
SCLAR110,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR110,Erosion/runoff,NA,Moderate,NA,NA
SCLAR110,Foot traffic/trampling,NA,Moderate,NA,NA
SCLAR112,Competition from exotics,NA,Moderate,NA,NA
SCLAR112,Foot traffic/trampling,NA,Moderate,NA,NA
SCLAR112,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR113,Competition from exotics,NA,Low,NA,NA
SCLAR114,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR114,Dam/inundation,NA,Low,NA,NA
SCLAR114,Recreational use (non ORV),NA,Low,NA,NA
SCLAR115,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR117,Competition from exotics,NA,Moderate,NA,NA
SCLAR117,Foot traffic/trampling,NA,Low,NA,NA
SCLAR118,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR118,Competition from exotics,NA,Low,NA,NA
SCLAR118,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR118,Wood cutting,NA,Low,NA,NA
SCLAR118,Recreational use (non ORV),NA,Low,NA,NA
SCLAR118,Erosion/runoff,NA,Moderate,NA,NA
SCLAR118,"Rip-rap, bank protection",NA,Low,NA,NA
SCLAR118,Surface water diversion,NA,Moderate,NA,NA
SCLAR120,Competition from exotics,NA,Low,NA,NA
SCLAR121,Competition from exotics,NA,Low,NA,NA
SCLAR121,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR122,Competition from exotics,NA,Low,NA,NA
SCLAR122,Dam/inundation,NA,High,NA,NA
SCLAR122,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR123,Competition from exotics,NA,Moderate,NA,NA
SCLAR123,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR124,Competition from exotics,NA,Low,NA,NA
SCLAR124,Altered flood/tidal regime,NA,Moderate,NA,NA
SCLAR124,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR125,Competition from exotics,NA,Low,NA,NA
SCLAR125,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR126,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR127,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR129,Competition from exotics,NA,Low,NA,NA
SCLAR129,Grazing,NA,Low,NA,NA
SCLAR130,Grazing,NA,Moderate,NA,NA
SCLAR130,Competition from exotics,NA,Moderate,NA,NA
SCLAR131,Grazing,NA,Low,NA,NA
SCLAR132,Grazing,NA,Low,NA,NA
SCLAR134,Grazing,NA,Low,NA,NA
SCLAR135,Grazing,NA,Low,NA,NA
SCLAR138,Grazing,NA,High,NA,NA
SCLAR139,Grazing,NA,Low,NA,NA
SCLAR140,Grazing,NA,High,NA,NA
SCLAR141,Grazing,NA,High,NA,NA
SCLAR142,Grazing,NA,High,NA,NA
SCLAR143,Grazing,NA,High,NA,NA
SCLAR144,Grazing,NA,Moderate,NA,NA
SCLAR145,Competition from exotics,NA,Moderate,NA,NA
SCLAR149,Competition from exotics,NA,Low,NA,NA
SCLAR150,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR151,Competition from exotics,NA,Moderate,NA,NA
SCLAR152,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR152,Competition from exotics,NA,High,NA,NA
SCLAR154,Competition from exotics,NA,Low,NA,NA
SCLAR155,Competition from exotics,NA,Low,NA,NA
SCLAR155,Recreational use (non ORV),NA,Low,NA,NA
SCLAR156,Road/trail construction/maint.,NA,Low,NA,NA
SCLAR156,Competition from exotics,NA,Low,NA,NA
SCLAR157,Competition from exotics,NA,Moderate,NA,NA
SCLAR158,Competition from exotics,NA,Moderate,NA,NA
SCLAR160,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR201,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAR201,Competition from exotics,NA,High,NA,NA
SCLAR201,Agriculture,NA,Low,NA,NA
SCLAR201,"Rip-rap, bank protection",NA,High,NA,NA
SCLAR202,Competition from exotics,NA,High,NA,NA
SCLAR202,Vandalism/dumping/litter,Some garbage in plot,Low,NA,NA
SCLAR203,Vandalism/dumping/litter,NA,Low,NA,NA
SCLAR203,Competition from exotics,NA,Moderate,NA,NA
SCLR0001,Competition from exotics,NA,Low,NA,NA
SCLR0003,Competition from exotics,NA,Moderate,NA,NA
SCLR0004,Competition from exotics,NA,Moderate,NA,NA
SCLR0011,Other,NA,Moderate,NA,NA
SCLR0013,Competition from exotics,NA,High,NA,NA
SCLR0017,Competition from exotics,NA,Low,NA,NA
SCLR0020,Competition from exotics,NA,Moderate,NA,NA
SCPOF001,Competition from exotics,NA,Low,NA,NA
SCPOF002,Competition from exotics,NA,High,NA,NA
SCPOF003,Competition from exotics,NA,Moderate,NA,NA
SCPOF005,Competition from exotics,NA,Low,NA,NA
SCPOF006,Competition from exotics,NA,Moderate,NA,NA
SCPOF007,Competition from exotics,NA,Low,NA,NA
SCPOF008,Competition from exotics,NA,Low,NA,NA
SCPOF009,Feral pigs,NA,Low,NA,NA
SCPOF009,Competition from exotics,NA,High,NA,NA
SCPOF010,Competition from exotics,NA,Low,NA,NA
SCPOF013,Competition from exotics,NA,Moderate,NA,NA
SCPOF014,Competition from exotics,NA,Moderate,NA,NA
SCPOF015,Competition from exotics,NA,Low,NA,NA
SCPOF015,Wood cutting,NA,Low,NA,NA
SCPOF016,Competition from exotics,NA,Low,NA,NA
SCPOF017,Competition from exotics,NA,Moderate,NA,NA
SCPOF018,Competition from exotics,NA,High,NA,NA
SCPOF020,Competition from exotics,NA,High,NA,NA
SCPOF020,Pollution,NA,Low,NA,NA
SCPOF051,Competition from exotics,NA,Low,NA,NA
SCPOF052,Competition from exotics,NA,Low,NA,NA
SCPOF054,Competition from exotics,NA,Moderate,NA,NA
SCPOF055,Competition from exotics,NA,Low,NA,NA
SCPOF056,Competition from exotics,NA,High,NA,NA
SCPOF057,Competition from exotics,NA,Low,NA,NA
SCPOF057,Road/trail construction/maint.,NA,Low,NA,NA
SCPOF0998,Competition from exotics,NA,High,NA,NA
SCPOF0998,Surface water diversion,NA,Low,NA,NA
SCPOF0999,Competition from exotics,NA,High,NA,NA
SCPOF0999,Surface water diversion,NA,Low,NA,NA
SCPOF1003,Competition from exotics,NA,Low,NA,NA
SCPOF1004,Competition from exotics,NA,High,NA,NA
SCPOF1005,Competition from exotics,NA,Moderate,NA,NA
SCPOF1006,Competition from exotics,NA,Moderate,NA,NA
SCPOF1007,Competition from exotics,NA,Moderate,NA,NA
SCPOF1008,Competition from exotics,NA,Low,NA,NA
SCPOF1010,Competition from exotics,NA,Low,NA,NA
SCPOF1011,Competition from exotics,NA,Moderate,NA,NA
SCPOF1012,Competition from exotics,NA,Moderate,NA,NA
SCPOF1013,Competition from exotics,NA,Low,NA,NA
SCPOF1014,Competition from exotics,NA,Low,NA,NA
SCPOF1015,Competition from exotics,NA,Low,NA,NA
SCPOF1016,Competition from exotics,NA,Moderate,NA,NA
SCLAR800,Competition from exotics,NA,Moderate,NA,NA
SCLAR801,Competition from exotics,NA,Moderate,NA,NA
SCLAR802,Competition from exotics,NA,Low,NA,NA
SCLAV001,Competition from exotics,NA,Low,NA,NA
SCLAV003,Competition from exotics,NA,Low,NA,NA
SCLAV003,Grazing,NA,Low,NA,NA
SCLAV003,Feral pigs,NA,Low,NA,NA
SCLAV011,Competition from exotics,NA,Low,NA,NA
SCLAV012,Grazing,NA,Low,NA,NA
SCLAV012,Competition from exotics,NA,Low,NA,NA
SCLAV013,Grazing,NA,Low,NA,NA
SCLAV013,Competition from exotics,NA,Low,NA,NA
SCLAV014,Competition from exotics,NA,Low,NA,NA
SCLAV015,Competition from exotics,NA,Low,NA,NA
SCLAV016,Dam/inundation,NA,Low,NA,NA
SCLAV016,Feral pigs,NA,Moderate,NA,NA
SCLAV017,Competition from exotics,NA,High,NA,NA
SCLAV018,Competition from exotics,NA,Low,NA,NA
SCLAV018,Road/trail construction/maint.,NA,Moderate,NA,NA
SCLAV019,Feral pigs,NA,Moderate,NA,NA
SCLAV019,Competition from exotics,NA,Moderate,NA,NA
SCRUZ0000,Competition from exotics,NA,Low,NA,NA
SCRUZ001,Wood cutting,NA,Low,NA,NA
SCRUZ001,Other,mastication,High,NA,NA
SCRUZ002,Road/trail construction/maint.,NA,Low,NA,NA
SCRUZ002,Competition from exotics,NA,Low,NA,NA
SCRUZ003,Erosion/runoff,NA,Moderate,NA,NA
SCRUZ003,Road/trail construction/maint.,NA,Moderate,NA,NA
SCRUZ004,ORV activity,NA,Low,NA,NA
SCRUZ004,Road/trail construction/maint.,NA,Moderate,NA,NA
SCRUZ004,Vandalism/dumping/litter,NA,Low,NA,NA
SCRUZ005,Foot traffic/trampling,NA,Moderate,NA,NA
SCRUZ006,Road/trail construction/maint.,NA,Low,NA,NA
SCRUZ006,Competition from exotics,NA,Low,NA,NA
SCRUZ007,Competition from exotics,NA,Low,NA,NA
SCRUZ007,Erosion/runoff,NA,Moderate,NA,NA
SCRUZ007,Road/trail construction/maint.,NA,Low,NA,NA
SCRUZ008,Foot traffic/trampling,NA,Low,NA,NA
SCRUZ008,Road/trail construction/maint.,NA,Low,NA,NA
SCRUZ008,Erosion/runoff,NA,Moderate,NA,NA
