AssociationCaCode,ScientificName,Provisional,ClassifLevel,DateAddedToMCV
87.130.10,Pinus sabiniana / Ceanothus cuneatus – (Rhamnus ilicifolia),,Association,
87.130.11,Pinus sabiniana – Quercus wislizeni / Adenostoma fasciculatum,,Association,
87.130.12,Pinus sabiniana – Quercus chrysolepis / Arctostaphylos viscida,,Association,
87.130.13,Pinus sabiniana / Frangula californica ssp. tomentella,,Association,
87.130.14,Pinus sabiniana / Eriogonum fasciculatum,,Association,
87.130.15,Pinus sabiniana / Cercis occidentalis,,Association,
87.130.16,Pinus sabiniana / herbaceous,,Association,22-Jul-14
87.130.17,Pinus sabiniana / Quercus durata,,Association,06-Dec-16
87.140.01,Pinus longaeva,,Association,
87.140.02,Pinus longaeva / Cercocarpus intricatus,,Association,
87.140.03,"Pinus longaeva / (Ericameria discoidea, Ribes spp.)",,Association,25-Jan-17
87.150.01,Pinus balfouriana,,Association,
87.150.02,Pinus balfouriana / Anemone drummondii,,Association,
87.150.03,Pinus balfouriana / Chrysolepis sempervirens,,Association,
87.150.04,Pinus balfouriana – Abies magnifica,,Association,
87.150.05,Pinus balfouriana – Pinus albicaulis,,Association,
87.150.06,Pinus balfouriana – Pinus monticola,,Association,
87.150.07,Pinus balfouriana – Pinus flexilis,,Association,
87.160.01,Pinus flexilis / Cercocarpus ledifolius,,Association,
87.160.02,Pinus flexilis – Pinus contorta / Chrysolepis sempervirens,,Association,
87.160.03,Pinus flexilis – Pinus contorta ssp. murrayana,,Association,
87.160.04,Pinus flexilis / Artemisia tridentata,,Association,19-Jul-16
87.170.01,Pinus monticola – (Pinus contorta – Pseudotsuga menziesii) / Notholithocarpus densiflorus var. echinoides – Rhododendron macrophyllum,,Association,
87.170.02,Pinus monticola / Arctostaphylos nevadensis,,Association,
87.170.03,Pinus monticola / Quercus vacciniifolia,,Association,
87.170.04,Pinus monticola / Angelica arguta,,Association,
87.170.06,Pinus monticola / Achnatherum occidentale,,Association,
87.170.07,Pinus monticola – Pinus contorta ssp. murrayana,,Association,
87.170.08,Pinus monticola – (Pinus contorta – Pseudotsuga menziesii) / Notholithocarpus densiflorus var. echinoides – Arctostaphylos nevadensis,,Association,
87.170.09,Pinus contorta – (Pinus monticola) / Notholithocarpus densiflorus var. echinoides – Quercus vacciniifolia,Provisional,Association,29-Jul-25
87.180.01,Pinus albicaulis / Achnatherum occidentale ssp. californicum,,Association,
87.180.02,Pinus albicaulis / Penstemon gracilentus,,Association,
87.180.03,Pinus albicaulis / Arenaria aculeata,,Association,
87.180.04,Pinus albicaulis / Holodiscus discolor – (Arctostaphylos nevadensis),,Association,
87.180.05,Pinus albicaulis / Poa wheeleri,,Association,
87.180.06,Pinus albicaulis / Penstemon davidsonii,,Association,
87.180.07,Pinus albicaulis – Tsuga mertensiana,,Association,
87.180.08,Pinus albicaulis / Carex filifolia,,Association,
87.180.09,Pinus albicaulis / Carex rossii,,Association,
87.180.10,Pinus albicaulis / Artemisia tridentata ssp. vaseyana,,Association,09-Sep-19
87.180.11,"Pinus contorta ssp. murrayana – Pinus albicaulis / Carex (filifolia, rossii)",,Association,09-Sep-19
87.180.12,Pinus albicaulis / Juniperus communis,,Association,23-Sep-21
87.180.13,"Pinus albicaulis / Penstemon (davidsonii, gracilentus) – Phlox (diffusa)",,Association,04-Dec-25
87.180.14,Pinus albicaulis / Eriogonum umbellatum,Provisional,Association,26-Feb-26
87.190.01,Pinus torreyana / Artemisia californica – Rhus integrifolia,,Association,
87.190.02,Pinus torreyana ssp. insularis,,Association,08-Dec-16
87.200.03,Pinus jeffreyi – Pinus ponderosa / Purshia tridentata var. tridentata / Festuca idahoensis / Granite,,Association,
87.200.07,Pinus jeffreyi – Pinus ponderosa / Symphoricarpos mollis / Wyethia mollis,,Association,
87.200.08,Pinus jeffreyi – Pinus ponderosa – Quercus kelloggii / Poa wheeleri / granite,,Association,
87.200.09,Pinus jeffreyi – Pinus ponderosa / Amelanchier alnifolia – Mahonia repens,,Association,
87.205.03,Pinus jeffreyi – Abies concolor – Abies magnifica,,Association,
87.205.05,Pinus jeffreyi – Abies concolor / Quercus sadleriana,,Association,
87.205.06,Pinus jeffreyi – Abies concolor / Iris innominata,,Association,
87.205.07,Pinus jeffreyi – Abies concolor / Symphoricarpos rotundifolius / Elymus elymoides,,Association,
87.206.01,Pinus lambertiana – Chrysolepis chrysophylla / Quercus vacciniifolia – Quercus sadleriana,,Association,
87.206.02,Pinus lambertiana – Pinus contorta ssp contorta / Quercus vacciniifolia – Notholithocarpus densiflorus var. echinoides,,Association,
87.206.03,Pinus lambertiana – Pinus contorta ssp. murrayana / Notholithocarpus densiflorus var. echinoides – Rhododendron macrophyllum,,Association,
87.206.04,Pinus lambertiana – Pinus monticola / Quercus vacciniifolia – Garrya buxifolia,,Association,
87.240.01,Pinus muricata / Comarostaphylis diversifolia ssp. planifolia,Provisional,Association,13-Dec-16
87.240.02,Pinus muricata / Arctostaphylos spp.,Provisional,Association,20-Dec-16
87.240.03,Pinus muricata,,Association,23-Dec-16
87.240.04,Pinus radiata plantations,,Semi-natural Association,02-Dec-16
87.240.05,Pinus muricata / Ceanothus thyrsiflorus – Baccharis pilularis,,Association,12-Nov-19
87.240.06,"Pinus muricata / Arctostaphylos (crustacea, purissima)",Provisional,Association,21-Jul-25
88.100.01,Abies grandis – Picea sitchensis / Gaultheria shallon / Polystichum munitum,,Association,09-Jan-14
88.100.02,Abies grandis – Tsuga heterophylla / Polystichum munitum,,Association,09-Jan-14
88.100.03,Abies grandis – (Sequoia sempervirens) / Polystichum munitum,,Association,24-Jul-25
88.100.04,Thuja plicata – Pseudotsuga menziesii – Abies grandis / Mahonia nervosa / Polystichum munitum,,Association,24-Jul-25
88.200.01,Abies magnifica / Quercus sadleriana,,Association,
88.200.02,Abies magnifica / Vaccinium membranaceum,,Association,
88.200.03,Abies magnifica / Achlys triphylla,,Association,
88.200.04,Abies magnifica / Arctostaphylos nevadensis,,Association,
88.200.04,Abies magnifica / Arctostaphylos nevadensis,,Association,
88.200.05,Abies magnifica / Chimaphila umbellata,,Association,
88.200.06,Abies magnifica / Penstemon gracilentus,,Association,
88.200.09,Abies magnifica / Quercus sadleriana – Arctostaphylos nevadensis,,Association,
88.200.10,Abies magnifica – (Calocedrus decurrens),,Association,
88.200.11,Abies magnifica / Orthilia secunda,,Association,
88.200.12,Abies magnifica / Rhododendron macrophyllum,,Association,
88.200.13,Abies magnifica / Pyrola picta,,Association,
88.200.14,Abies magnifica – Picea breweriana / Quercus sadleriana – Vaccinium membranaceum,,Association,
88.200.15,Abies magnifica – Tsuga mertensiana,,Association,
88.200.16,Abies magnifica – Pinus contorta / Sphenosciadium capitellatum,,Association,
88.200.23,Abies magnifica,,Association,
88.200.24,Abies magnifica – Pinus contorta ssp. murrayana / Hieracium albiflorum,,Association,
88.200.25,Abies magnifica – Pinus contorta ssp. murrayana,,Association,
88.200.26,Abies magnifica / Wyethia mollis,,Association,
88.200.28,Abies magnifica – (Pinus monticola) / Arctostaphylos nevadensis,,Association,
88.200.29,Abies magnifica – Pinus monticola – Pinus contorta ssp. murrayana,,Association,
88.200.30,Abies magnifica – Pinus monticola,,Association,
88.200.31,Abies magnifica – Pinus monticola / Chrysolepis sempervirens,,Association,
88.200.35,Abies magnifica / Leucothoe davisiae,,Association,
88.200.36,Abies magnifica / Quercus vacciniifolia,,Association,
88.200.37,Abies magnifica / Linnaea borealis,,Association,
88.200.41,Abies magnifica / Lupinus albifrons,,Association,
88.200.43,Abies magnifica – Pinus monticola / Quercus vacciniifolia,,Association,
88.200.44,Abies magnifica / (Prunus emarginata – Ceanothus cordulatus),,Association,03-Nov-25
88.200.45,"Abies magnifica / Lupinus (arbustus, obtusilobus)",,Association,16-Feb-26
88.200.46,Abies magnifica – (Abies concolor) – Pinus ponderosa,Provisional,Association,16-Feb-26
88.300.01,Abies bracteata / (Polystichum imbricans – Galium clementis),,Association,
88.300.02,Abies bracteata – Umbellularia californica / Polystichum munitum,,Association,
88.400.01,Abies lasiocarpa,,Association,
88.500.10,Abies concolor / Arctostaphylos nevadensis – Quercus vacciniifolia,,Association,
88.500.11,Abies concolor / Chimaphila umbellata,,Association,
88.500.12,Abies concolor / Achlys triphylla,,Association,
88.500.17,Abies concolor / Arnica cordifolia,,Association,
88.500.29,Abies concolor – Calocedrus decurrens – Quercus kelloggii,,Association,
88.500.30,Abies concolor – Calocedrus decurrens / Symphoricarpos mollis,,Association,
88.500.31,Abies concolor – Calocedrus decurrens / Pyrola picta,,Association,
88.500.32,Abies concolor / Chimaphila menziesii – Pyrola picta,,Association,
88.500.33,Abies concolor / Amelanchier alnifolia,,Association,
88.500.35,Abies concolor / Symphoricarpos mollis,,Association,
88.500.37,Abies concolor – Pseudotsuga menziesii – Chrysolepis chrysophylla,,Association,
88.500.40,Abies concolor – Calocedrus decurrens – Pinus jeffreyi,,Association,
88.500.53,Abies concolor / Vicia americana,,Association,
88.500.54,Abies concolor / Mahonia nervosa,,Association,
88.500.57,Abies concolor / Trillium ovatum,,Association,
88.500.58,Abies concolor / Ceanothus velutinus,,Association,
88.500.59,Abies concolor / Goodyera oblongifolia,,Association,
88.500.60,Abies concolor / Acer glabrum,,Association,
88.500.61,Abies concolor / Pseudostellaria jamesiana,,Association,
88.500.67,Abies concolor / Ceanothus prostratus,,Association,
88.500.68,Abies concolor – Pinus ponderosa / Amelanchier alnifolia,,Association,02-Oct-19
88.500.69,Abies concolor / Chimaphila spp. – Pyrola picta,,Association,22-Sep-21
88.510.01,Abies concolor – Pinus lambertiana,,Association,
88.510.03,Abies concolor – Pinus lambertiana / Maianthemum racemosum – Prosartes hookeri,,Association,
88.510.04,Abies concolor – Pinus lambertiana – Pinus jeffreyi,,Association,
88.510.05,Abies concolor – Pinus lambertiana – Calocedrus decurrens / Cornus nuttallii / Corylus cornuta,,Association,
88.510.06,Abies concolor – Pinus lambertiana – Calocedrus decurrens / Adenocaulon bicolor,,Association,
88.510.07,Abies concolor – Pinus lambertiana – Calocedrus decurrens / Chrysolepis sempervirens,,Association,
88.510.08,Abies concolor – Pinus lambertiana – Calocedrus decurrens / Symphoricarpos mollis / Kelloggia galioides,,Association,
88.510.09,Abies concolor – Pinus lambertiana – Calocedrus decurrens – Quercus chrysolepis,,Association,
88.510.10,Abies concolor – Calocedrus decurrens – Pseudotsuga macrocarpa – Pinus coulteri,,Association,
88.510.13,Abies concolor – Pinus lambertiana / Ceanothus cordulatus,,Association,
88.510.14,Abies concolor – Pinus lambertiana – Pseudotsuga menziesii / Carex rossii,,Association,
88.510.15,Pinus ponderosa – Pinus lambertiana / Notholithocarpus densiflorus var. echinoides,,Association,
88.510.17,Abies concolor – Pinus lambertiana – Pinus ponderosa / Notholithocarpus densiflorus var. echinoides,,Association,
88.510.18,Abies concolor – Pinus lambertiana – Pinus ponderosa / (Arctostaphylos patula),Provisional,Association,26-Feb-26
88.520.01,Abies magnifica – Abies concolor,,Association,
88.520.02,Abies magnifica – Abies concolor / Pteridium aquilinum,,Association,
88.520.03,Abies magnifica – Abies concolor / Arnica cordifolia,,Association,
88.520.04,Abies magnifica – Abies concolor / Symphoricarpos mollis / Pyrola picta,,Association,
88.520.05,Abies magnifica – Abies concolor / Symphoricarpos mollis – Rosa gymnocarpa,,Association,
88.520.06,Abies magnifica – Abies concolor / Quercus sadleriana,,Association,
88.520.07,Abies magnifica – Abies concolor / Arctostaphylos nevadensis,,Association,
88.520.08,Abies magnifica – Abies concolor / Achlys triphylla,,Association,
88.520.09,Abies magnifica – Abies concolor – Pinus jeffreyi,,Association,
88.520.10,Abies magnifica – Abies concolor – Pinus lambertiana,,Association,
88.520.11,Abies magnifica – Abies concolor / Acer glabrum,,Association,
88.520.13,Abies magnifica – Abies concolor / Penstemon anguineus – Monardella odoratissima,,Association,
88.520.15,Abies magnifica – Abies concolor / Pyrola picta,,Association,
88.520.16,Abies magnifica – Abies concolor / Anemone deltoidea,,Association,
88.530.06,Abies concolor – Pseudotsuga menziesii – (Quercus chrysolepis),,Association,
88.530.14,Abies concolor – Pseudotsuga menziesii / Arnica cordifolia,,Association,
88.530.15,Abies concolor – Pseudotsuga menziesii / Corylus cornuta,,Association,
88.530.16,Abies concolor – Pseudotsuga menziesii / Melica subulata,,Association,
88.530.17,Abies concolor – Pseudotsuga menziesii / Quercus sadleriana,,Association,
88.530.18,Abies concolor – Pseudotsuga menziesii / Quercus sadleriana – Arctostaphylos nevadensis,,Association,
88.530.19,Abies concolor – Pseudotsuga menziesii / Quercus sadleriana – Quercus vacciniifolia,,Association,
88.530.20,Abies concolor – Pseudotsuga menziesii / Quercus vacciniifolia,,Association,
88.530.21,Abies concolor – Pseudotsuga menziesii / Rhododendron macrophyllum – Quercus sadleriana,,Association,
88.530.23,Abies concolor – Pseudotsuga menziesii / Rosa gymnocarpa – Linnaea borealis – Symphoricarpos mollis,,Association,
88.530.24,Abies concolor – Pseudotsuga menziesii / Rosa gymnocarpa – Symphoricarpos mollis,,Association,
88.530.25,Abies concolor – Pseudotsuga menziesii / Rosa gymnocarpa / Linnaea borealis,,Association,
88.530.26,Abies concolor – Pseudotsuga menziesii / Rubus parviflorus,,Association,
88.530.28,Abies concolor – Pseudotsuga menziesii / Xerophyllum tenax,Provisional,Association,
88.530.29,Abies concolor – Pseudotsuga menziesii / Pteridium aquilinum,,Association,
88.530.30,Abies concolor – Pseudotsuga menziesii – Calocedrus decurrens,,Association,
88.530.31,Abies concolor – Pseudotsuga menziesii / Rubus armeniacus,,Association,
88.530.32,Abies concolor – Pseudotsuga menziesii / Corylus cornuta / Adenocaulon bicolor,,Association,
88.530.33,Abies concolor – Pseudotsuga menziesii / Trientalis latifolia,,Association,
88.530.34,Abies concolor – Pseudotsuga menziesii – (mixed conifer) / Acer circinatum – Chrysolepis sempervirens,,Association,
88.530.35,Abies concolor – Pseudotsuga menziesii / Amelanchier utahensis,,Association,
88.530.36,Abies concolor – Pseudotsuga menziesii / Cornus nuttallii,,Association,
88.530.37,Abies concolor – Pseudotsuga menziesii / Cornus nuttallii / Corylus cornuta,,Association,
88.530.38,Abies concolor – Pseudotsuga menziesii / Quercus sadleriana – Rhododendron macrophyllum,,Association,
88.530.39,Pseudotsuga menziesii – Abies concolor / Sparse understory,Provisional,Association,22-Sep-21
88.540.02,Pinus ponderosa – Abies concolor / Arctostaphylos patula – Purshia tridentata,Provisional,Association,19-Feb-26
88.800.01,Abies amabilis,,Association,01-Dec-16
89.100.01,Juniperus californica / Adenostoma fasciculatum – Eriogonum fasciculatum,,Association,
89.100.02,Juniperus californica / Ericameria linearifolia / annual – perennial herb,,Association,
89.100.03,Juniperus californica / Agave deserti,,Association,
89.100.04,Juniperus californica / Coleogyne ramosissima,,Association,
89.100.05,Juniperus californica / Quercus cornelius-mulleri – Coleogyne ramosissima,,Association,
89.100.06,Juniperus californica / Coleogyne ramosissima – Yucca schidigera,,Association,
89.100.08,Juniperus californica / Yucca schidigera / Pleuraphis rigida,,Association,
89.100.11,Juniperus californica / Nolina parryi,,Association,
89.100.12,Juniperus californica / Eriogonum fasciculatum – Artemisia californica,,Association,
89.100.14,Juniperus californica / (Cercocarpus montanus – Fraxinus dipetala),,Association,
89.100.15,Juniperus californica / herbaceous,,Association,
89.100.16,Juniperus californica / Prunus ilicifolia / moss,,Association,
89.100.17,Juniperus californica / Hesperostipa comata,,Association,
