CaCode,ScientificName,ClassifLevel,2009/NVC_Code,ELCODE,Inactivated,ELCODE_Final
37.318.00,Arctostaphylos pumila,Alliance,A3858,A3858,FALSE,A3858
37.322.00,"Arctostaphylos (purissima, rudis)",Special Stands,A3858,A3858,FALSE,A3858
37.320.00,Arctostaphylos silvicola [inactive],Alliance,A3858,A3858,TRUE,A3858
37.305.00,Arctostaphylos viscida,Alliance,A3865,A3865,FALSE,A3865
35.120.00,Artemisia arbuscula ssp. arbuscula,Alliance,A3219,A3219,FALSE,A3219
35.150.00,Artemisia cana,Alliance,A2557,A2557,FALSE,A2557
35.150.00,Artemisia cana,Alliance,A3200,A2557,FALSE,A3200
35.130.00,Artemisia nova,Alliance,A3222,A3222,FALSE,A3222
35.140.00,Artemisia rothrockii,Alliance,A1098,A1098,FALSE,A1098
35.110.00,Artemisia tridentata,Alliance,A3198,A3198,FALSE,A3198
35.110.00,Artemisia tridentata,Alliance,A3194,A3198,FALSE,A3194
35.111.00,Artemisia tridentata ssp. vaseyana,Alliance,A3208,A3208,FALSE,A3208
35.111.00,Artemisia tridentata ssp. vaseyana,Alliance,A3207,A3208,FALSE,A3207
36.310.00,Atriplex canescens,Alliance,A0869,A0869,FALSE,A0869
36.310.00,Atriplex canescens,Alliance,A3266,A0869,FALSE,A3266
36.320.00,Atriplex confertifolia,Alliance,A0870,A0870,FALSE,A0870
36.330.00,Atriplex hymenelytra,Alliance,A0872,A0872,FALSE,A0872
45.455.00,Malosma laurina,Alliance,A3856,,FALSE,A3856
33.290.00,Menodora spinescens,Alliance,A2515,A2515,FALSE,A2515
33.080.00,"Nolina (bigelovii, parryi)",Alliance,A3145,,FALSE,A3145
32.150.00,Opuntia littoralis – Opuntia oricola – Cylindropuntia prolifera,Alliance,A3885,A3885,FALSE,A3885
63.320.00,Cornus sericea – Rosa woodsii – Ribes spp.,Alliance,A3773,A3773,FALSE,A3773
63.906.00,Rubus armeniacus – Sesbania punicea – Ficus carica,Semi-Natural Alliance,A4160,A4160,FALSE,A4160
36.370.00,Atriplex lentiformis,Alliance,A3173,A3173,FALSE,A3173
36.340.00,Atriplex polycarpa,Alliance,A3174,A3174,FALSE,A3174
36.350.00,Atriplex spinifera,Alliance,A0865,A0865,FALSE,A0865
32.060.00,Baccharis pilularis,Alliance,A0836,A0836,FALSE,A0836
63.510.00,Baccharis salicifolia,Alliance,A0933,A0933,FALSE,A0933
63.610.00,Betula occidentalis,Alliance,A3772,A3772,FALSE,A3772
32.180.00,Cytisus scoparius – Genista monspessulana – Cotoneaster spp.,Semi-Natural Alliance,A2062,A2062,FALSE,A2062
37.208.00,Ceanothus crassifolius,Alliance,A3864,,FALSE,A3864
37.211.00,Ceanothus cuneatus,Alliance,A3869,A3869,FALSE,A3869
37.212.00,Ceanothus greggii – Fremontodendron californicum,Alliance,A3790,A3790,FALSE,A3790
37.201.00,Ceanothus megacarpus,Alliance,A3864,,FALSE,A3864
37.207.00,"Ceanothus (oliganthus, tomentosus)",Alliance,A3861,A3861,FALSE,A3861
37.215.00,Ceanothus papillosus,Alliance,A3857,A3857,FALSE,A3857
37.204.00,Ceanothus thyrsiflorus,Alliance,A0741,A0741,FALSE,A0741
37.210.00,Ceanothus velutinus,Alliance,A3936,A3936,FALSE,A3936
37.216.00,Ceanothus verrucosus,Alliance,A3857,,FALSE,A3857
63.300.00,Cephalanthus occidentalis,Alliance,A3875,A3875,FALSE,A3875
76.300.00,Amelanchier utahensis – Cercocarpus montanus – Cercocarpus intricatus,Alliance,A3732,A3732,FALSE,A3732
76.200.00,Cercocarpus ledifolius,Alliance,A4710,A0586,FALSE,A4710
76.100.00,Cercocarpus montanus,Alliance,A0587,A0587,FALSE,A0587
76.100.00,Cercocarpus montanus,Alliance,A3792,A0587,FALSE,A3792
33.020.00,Coleogyne ramosissima,Alliance,A3144,A3144,FALSE,A3144
33.020.00,Coleogyne ramosissima,Alliance,A3220,A3144,FALSE,A3220
43.100.00,Coreopsis gigantea,Alliance,A3459,A3459,FALSE,A3459
37.950.00,Corylus cornuta var. californica,Alliance,A4089,A4089,FALSE,A4089
33.050.00,Cylindropuntia bigelovii,Alliance,A3146,A3146,FALSE,A3146
38.110.00,Dasiphora fruticosa,Alliance,A0958,,FALSE,A0958
43.110.00,Deinandra clementina – Eriogonum giganteum,Alliance,A4237,A4237,FALSE,A4237
37.750.00,Dendromecon rigida [inactive],Alliance,A2672,A2672,TRUE,A2672
32.082.00,Diplacus aurantiacus,Alliance,A2672,A2672,FALSE,A2672
33.030.00,Encelia farinosa,Alliance,A4215,A4215,FALSE,A4215
33.270.00,Ephedra californica – Ephedra trifurca,Alliance,A2536,A2536,FALSE,A2536
33.275.00,Ephedra funerea,Alliance,A4157,A4157,FALSE,A4157
33.285.00,Ephedra viridis,Alliance,A3201,A3201,FALSE,A3201
38.125.00,Ericameria linearifolia – Cleome isomeris,Alliance,A4023,A4101,FALSE,A4023
38.125.00,Ericameria linearifolia – Cleome isomeris,Alliance,A4101,A4101,FALSE,A4101
35.310.00,Ericameria nauseosa,Alliance,A3196,A3196,FALSE,A3196
35.310.00,Ericameria nauseosa,Alliance,A3266,A3196,FALSE,A3266
35.340.00,Ericameria paniculata,Alliance,A2509,A2509,FALSE,A2509
35.320.00,Ericameria parryi,Alliance,A3197,,FALSE,A3197
35.330.00,Ericameria teretifolia,Alliance,A2540,A2540,FALSE,A2540
32.040.00,Eriogonum fasciculatum,Alliance,A3884,A3884,FALSE,A3884
32.100.00,Eriogonum fasciculatum – Salvia apiana,Alliance,A3884,A3884,FALSE,A3884
61.580.00,Rhus trilobata – Crataegus rivularis – Forestiera pubescens,Alliance,A3799,A3799,FALSE,A3799
32.042.00,Gutierrezia californica [inactive],Alliance,ACA0017,,TRUE,ACA0017
32.043.00,Gutierrezia sarothrae – Gutierrezia microcephala,Alliance,A3203,A3203,FALSE,A3203
32.044.00,Isocoma menziesii,Alliance,A0822,A2297,FALSE,A0822
32.065.00,Keckiella antirrhinoides,Alliance,ACA0025,,FALSE,ACA0025
36.500.00,Krascheninnikovia lanata,Alliance,A3202,A3202,FALSE,A3202
33.010.00,Larrea tridentata,Alliance,A3278,A3278,FALSE,A3278
33.140.00,Larrea tridentata – Ambrosia dumosa,Alliance,A3277,A3277,FALSE,A3277
33.027.00,Larrea tridentata – Encelia farinosa,Alliance,A3278,A3278,FALSE,A3278
32.070.00,Lepidospartum squamatum,Alliance,A4188,A4188,FALSE,A4188
73.110.00,Notholithocarpus densiflorus var. echinoides,Alliance,A4117,,FALSE,A4117
32.080.00,Lupinus arboreus,Alliance and Semi-Natural Alliance,A4120,A4120,FALSE,A4120
32.160.00,Lupinus chamissonis – Ericameria ericoides,Alliance,A0822,A2296,FALSE,A0822
33.365.00,Lycium californicum,Alliance,A3460,A3460,FALSE,A3460
45.450.00,Malacothamnus fasciculatus – Malacothamnus spp.,Alliance,A2671,A2671,FALSE,A2671
33.150.00,Carnegiea gigantea – Parkinsonia microphylla – Prosopis velutina,Alliance,A3282,A3282,FALSE,A3282
45.402.00,Phyllodoce breweri,Alliance,A3831,,FALSE,A3831
45.404.00,Phyllodoce empetriformis,Alliance,A3331,,FALSE,A3331
63.710.00,Pluchea sericea,Alliance,A0798,A0798,FALSE,A0798
37.905.00,Prunus virginiana,Alliance,ACA0024,,FALSE,ACA0024
33.240.00,Purshia stansburiana,Alliance,A0833,A0833,FALSE,A0833
35.200.00,Purshia tridentata – Artemisia tridentata,Alliance,A3179,A3179,FALSE,A3179
37.407.00,Quercus berberidifolia,Alliance,A2673,A2673,FALSE,A2673
37.405.00,Quercus durata,Alliance,A3862,A3862,FALSE,A3862
37.411.00,Quercus garryana (shrub),Alliance,A3919,A3919,FALSE,A3919
37.418.00,Quercus john-tuckeri,Alliance,A3793,A2160,FALSE,A3793
37.416.00,Quercus dumosa – Quercus pacifica,Alliance,A4242,A4242,FALSE,A4242
37.419.00,Quercus palmeri,Alliance,A3793,A3793,FALSE,A3793
37.412.00,Quercus sadleriana,Alliance,A4117,A4117,FALSE,A4117
71.095.00,Quercus turbinella,Alliance,A0793,A0793,FALSE,A0793
63.425.00,Rhododendron columbianum,Alliance,A3600,A2514,FALSE,A3600
37.803.00,Rhus integrifolia,Alliance,A3461,A3461,FALSE,A3461
37.801.00,Rhus ovata,Alliance,ACA0032,,FALSE,ACA0032
37.960.00,Ribes quercetorum [inactive],Alliance,ACA0030,,TRUE,ACA0030
63.907.00,Rosa californica,Alliance,A3875,A3875,FALSE,A3875
61.112.00,Salix eastwoodiae,Alliance,A3774,,FALSE,A3774
61.209.00,Salix exigua,Alliance,A0947,A0947,FALSE,A0947
61.209.00,Salix exigua,Alliance,A3800,A0947,FALSE,A3800
61.201.00,Salix lasiolepis,Alliance,A0977,A3878,FALSE,A0977
61.201.00,Salix lasiolepis,Alliance,A3878,A3878,FALSE,A3878
61.113.00,Salix lemmonii,Alliance,A3774,,FALSE,A3774
91.127.00,Salix nivalis,Alliance,A3176,,FALSE,A3176
61.115.00,Salix orestera,Alliance,A2563,,FALSE,A2563
61.116.00,Salix petrophila,Alliance,A3176,,FALSE,A3176
61.119.00,Salix planifolia,Alliance,A3770,,FALSE,A3770
32.030.00,Salvia apiana,Alliance,A3884,A3884,FALSE,A3884
36.400.00,Sarcobatus vermiculatus,Alliance,A2507,A1046,FALSE,A2507
36.400.00,Sarcobatus vermiculatus,Alliance,A1046,A1046,FALSE,A1046
36.400.00,Sarcobatus vermiculatus,Alliance,A0834,A1046,FALSE,A0834
36.200.00,Suaeda moquinii,Alliance,A3880,A3880,FALSE,A3880
33.005.00,Simmondsia chinensis,Alliance,A3283,,FALSE,A3283
63.810.00,Tamarix spp.,Semi-Natural Alliance,A0842,A0842,FALSE,A0842
37.940.00,Toxicodendron diversilobum,Alliance,A2610,A2610,FALSE,A2610
45.405.00,Vaccinium cespitosum,Alliance,A3364,,FALSE,A3364
45.405.00,Vaccinium cespitosum,Alliance,A3831,,FALSE,A3831
33.032.00,Eriogonum fasciculatum – Viguiera parishii,Alliance,A3150,A3150,FALSE,A3150
33.070.00,Yucca schidigera,Alliance,A3147,A3147,FALSE,A3147
21.100.00,Abronia latifolia – Ambrosia chamissonis,Alliance,A1614,A1614,FALSE,A1614
41.120.00,Achnatherum hymenoides,Alliance,A1262,A1262,FALSE,A1262
41.090.00,Achnatherum speciosum,Alliance,A1290,A1290,FALSE,A1290
42.030.00,Agropyron cristatum – Bromus inermis – Poa pratensis,Semi-Natural Alliance,A4148,,FALSE,A4148
42.006.00,Alopecurus geniculatus,Alliance,A4176,,FALSE,A4176
33.065.00,Ambrosia psilostachya,Alliance,ACA0018,,FALSE,ACA0018
42.010.00,Ammophila arenaria,Semi-Natural Alliance,A2061,A2061,FALSE,A2061
42.110.00,"Amsinckia (menziesii, tessellata) – Phacelia spp.",Alliance,A4182,A4182,FALSE,A4182
52.214.00,Anemopsis californica – Helianthus nuttallii – Solidago spectabilis,Alliance,A4247,A4247,FALSE,A4247
38.140.00,Argentina egedii [inactive],Alliance,A4414,A3898,TRUE,A4414
35.160.00,Artemisia dracunculus,Alliance,ACA0037,,FALSE,ACA0037
52.212.00,Arthrocnemum subterminale,Alliance,ACA0002,,FALSE,ACA0002
52.211.00,Atriplex prostrata – Cotula coronopifolia,Semi-Natural Alliance,ACA0035,A2285,FALSE,ACA0035
52.106.00,"Azolla (filiculoides, microphylla)",Alliance,A1741,A1741,FALSE,A1741
45.413.00,Bistorta bistortoides – Mimulus primuloides [inactive],Alliance,A4424,,TRUE,A4424
52.112.00,Bolboschoenus maritimus,Alliance,A3903,A3903,FALSE,A3903
42.024.00,"Bromus rubens – Schismus (arabicus, barbatus)",Semi-Natural Alliance,A4121,A4121,FALSE,A4121
42.020.00,Bromus tectorum – Taeniatherum caput-medusae,Semi-Natural Alliance,A1814,A1814,FALSE,A1814
21.125.00,"Cakile (edentula, maritima)",Semi-Natural Alliance,ACA0006,,FALSE,ACA0006
41.224.00,Calamagrostis canadensis [inactive],Alliance,ANEW112,A3815,TRUE,ANEW112
41.190.00,Calamagrostis nutkaensis,Alliance,A3739,A3739,FALSE,A3739
45.168.00,"Carex (aquatilis, lenticularis) [inactive]",Alliance,ANEW112,,TRUE,ANEW112
45.142.00,Carex barbarae,Alliance,ACA0007,A2289,FALSE,ACA0007
45.150.00,Carex breweri,Alliance,A3337,,FALSE,A3337
45.160.00,Carex congdonii,Alliance,ACA0034,,FALSE,ACA0034
45.165.00,Carex densa [inactive],Alliance,A2290,A3813,TRUE,A2290
45.140.00,Carex filifolia,Alliance,A1294,A1294,FALSE,A1294
45.145.00,Carex helleri,Alliance,A3365,,FALSE,A3365
45.175.00,Carex integra [inactive],Alliance,ANEW112,,TRUE,ANEW112
45.162.00,Carex jonesii,Alliance,ANEW112,,FALSE,ANEW112
45.166.00,Carex lasiocarpa,Alliance,A3437,,FALSE,A3437
45.166.00,Carex lasiocarpa,Alliance,A3599,,FALSE,A3599
45.178.00,Carex limosa [inactive],Alliance,A3435,,TRUE,A3435
45.178.00,Carex limosa [inactive],Alliance,A3806,,TRUE,A3806
45.181.00,Carex microptera [inactive],Alliance,ANEW112,,TRUE,ANEW112
45.130.00,Carex nebrascensis [inactive],Alliance,A3805,,TRUE,A3805
45.164.00,Carex nigricans,Alliance,A3832,,FALSE,A3832
45.164.00,Carex nigricans,Alliance,A2514,,FALSE,A2514
45.183.00,Carex obnupta  [inactive],Alliance,A3822,A3822,TRUE,A3822
45.184.00,"Carex (pansa, praegracilis) [inactive]",Alliance,A4243,A4243,TRUE,A4243
45.120.00,Carex scopulorum [inactive],Alliance,A3806,A3806,TRUE,A3806
45.155.00,Carex spectabilis,Alliance,A1300,,FALSE,A1300
45.185.00,Carex straminiformis,Alliance,A4119,,FALSE,A4119
45.186.00,Carex subnigricans,Alliance,A1309,,FALSE,A1309
52.121.00,"Carex (utriculata, vesicaria) [inactive]",Alliance,A3804,,TRUE,A3804
52.121.00,"Carex (utriculata, vesicaria) [inactive]",Alliance,A3805,,TRUE,A3805
21.200.00,Mesembryanthemum spp. – Carpobrotus spp.,Semi-Natural Alliance,A1620,A1620,FALSE,A1620
42.043.00,Centaurea (virgata),Semi-Natural Alliance,A3872,A3872,FALSE,A3872
42.043.00,Centaurea (virgata),Semi-Natural Alliance,A3255,A3872,FALSE,A3255
44.160.00,Centromadia (pungens),Alliance,A4170,A4170,FALSE,A4170
45.311.00,Cistanthe (umbellata) – Gayophytum (diffusum),Alliance,ACA0027,,FALSE,ACA0027
45.556.00,Conium maculatum – Foeniculum vulgare,Semi-Natural Alliance,A3872,A3872,FALSE,A3872
42.070.00,"Cortaderia (jubata, selloana)",Semi-Natural Alliance,A1203,A1203,FALSE,A1203
46.100.00,Cressa truxillensis – Distichlis spicata,Alliance,A4180,A4180,FALSE,A4180
42.044.00,Cynosurus echinatus – Arrhenatherum elatius,Semi-Natural Alliance,ACA0015,,FALSE,ACA0015
41.051.00,Danthonia intermedia,Alliance,A3954,,FALSE,A3954
44.161.00,Deinandra fasciculata,Alliance,A4171,A4171,FALSE,A4171
41.200.00,Distichlis spicata [inactive],Alliance,A1332,A1332,TRUE,A1332
41.200.00,Distichlis spicata [inactive],Alliance,A3900,A1332,TRUE,A3900
42.004.00,Eryngium aristulatum,Alliance,A4169,A4169,FALSE,A4169
43.200.00,Eschscholzia (californica) – Lupinus (nanus),Alliance,A4240,A4240,FALSE,A4240
91.170.00,Festuca brachyphylla,Alliance,A3155,,FALSE,A3155
52.500.00,Frankenia salina [inactive],Alliance,A4241,A4241,TRUE,A4241
41.222.00,"Glyceria (elata, striata) [inactive]",Alliance,ANEW112,A3808,TRUE,ANEW112
41.223.00,Glyceria ×occidentalis [inactive],Alliance,ANEW112,,TRUE,ANEW112
52.206.00,"Grindelia (camporum, stricta) [inactive]",Alliance,A4179,A4179,TRUE,A4179
42.050.00,Holcus lanatus – Anthoxanthum odoratum,Semi-Natural Alliance,A2063,A2063,FALSE,A2063
52.117.00,"Hydrocotyle (ranunculoides, umbellata)",Alliance,ACA0013,A2293,FALSE,ACA0013
52.109.00,"Isoetes (bolanderi, echinospora, howellii, nuttallii, occidentalis)",Alliance,A1746,A1746,FALSE,A1746
45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Alliance,A4425,A1374,FALSE,A4425
45.569.00,Juncus lescurii [inactive],Alliance,ACA0011,,TRUE,ACA0011
45.567.00,Juncus nevadensis [inactive],Alliance,ANEW112,,TRUE,ANEW112
45.568.00,"Juncus (oxymeris, xiphioides)",Alliance,ACA0041,,FALSE,ACA0041
45.566.00,Juncus parryi,Alliance,A3172,,FALSE,A3172
44.108.00,Lasthenia californica – Plantago erecta – Vulpia microstachys,Alliance,A4153,A4153,FALSE,A4153
44.119.00,Lasthenia fremontii – Distichlis spicata,Alliance,A4181,A4181,FALSE,A4181
42.007.00,Lasthenia fremontii – Downingia (bicornuta),Alliance,A4168,A4168,FALSE,A4168
44.140.00,Lasthenia glaberrima – Eleocharis macrostachya,Alliance,A4172,A2373,FALSE,A4172
42.002.00,Layia fremontii – Achyrachaena mollis,Alliance,A4173,A4173,FALSE,A4173
52.105.00,Lemna (minor) and Relatives,Alliance,A1747,A1747,FALSE,A1747
52.205.00,Lepidium latifolium – Lactuca serriola,Semi-Natural Alliance,A3849,A3849,FALSE,A3849
52.205.00,Lepidium latifolium – Lactuca serriola,Semi-Natural Alliance,A3255,A3849,FALSE,A3255
41.265.00,Leymus condensatus,Alliance,A2663,A2663,FALSE,A2663
41.260.00,Leymus mollis,Alliance,A2066,A2066,FALSE,A2066
41.321.00,Lolium perenne,Semi-Natural Alliance,A3871,A3871,FALSE,A3871
52.230.00,Lotus unifoliolatus,Alliance,A3850,A3850,FALSE,A3850
52.118.00,"Ludwigia (hexapetala, peploides) – Eichhornia crassipes",Semi-Natural Alliance,ACA0019,A4219,FALSE,ACA0019
44.111.00,Mimulus (guttatus) [inactive],Alliance,A4415,A3812,TRUE,A4415
44.113.00,Montia fontana – Sidalcea calycosa,Alliance,A4174,A4174,FALSE,A4174
41.276.00,Muhlenbergia filiformis,Alliance,ACA0029,,FALSE,ACA0029
41.278.00,Muhlenbergia rigens,Alliance,A1329,A2374,FALSE,A1329
52.110.00,Nuphar lutea,Alliance,A3926,A3926,FALSE,A3926
52.119.00,Oenanthe sarmentosa [inactive],Alliance,A4080,A4080,TRUE,A4080
91.122.00,Oxyria digyna,Alliance,A4021,,FALSE,A4021
42.085.00,Pennisetum setaceum – Pennisetum ciliare,Semi-Natural Alliance,A3873,A3873,FALSE,A3873
45.414.00,Penstemon heterodoxus,Alliance,A1294,,FALSE,A1294
45.415.00,Penstemon newberryi,Alliance,A3789,,FALSE,A3789
42.207.00,Polygonum lapathifolium – Xanthium strumarium,Alliance,ACA0012,,FALSE,ACA0012
42.051.00,Phalaris aquatica – Phalaris arundinacea,Semi-Natural Alliance,A3846,A3846,FALSE,A3846
91.123.00,Phlox covillei,Alliance,A3363,,FALSE,A3363
91.150.00,Phlox pulvinata,Alliance,A3154,,FALSE,A3154
43.300.00,Plagiobothrys nothofulvus,Alliance,A4182,A4182,FALSE,A4182
41.610.00,Pleuraphis jamesii,Alliance,A1287,,FALSE,A1287
41.030.00,Pleuraphis rigida,Alliance,A3170,,FALSE,A3170
41.040.00,Festuca idahoensis – Pseudoroegneria spicata – Poa secunda,Alliance,A3987,A3987,FALSE,A3987
41.225.00,Ptilagrostis kingii,Alliance,A1309,,FALSE,A1309
52.202.00,"Ruppia (cirrhosa, maritima)",Alliance,ACA0039,A3893,FALSE,ACA0039
52.215.00,Sarcocornia pacifica (Salicornia depressa),Alliance,A3902,A3902,FALSE,A3902
91.124.00,Saxifraga nidifica,Alliance,A4021,,FALSE,A4021
52.111.00,Schoenoplectus americanus,Alliance,A3895,A3895,FALSE,A3895
52.113.00,Scirpus microcarpus [inactive],Alliance,A3808,A3808,TRUE,A3808
43.400.00,Sedum spathulifolium,Alliance,A3784,A3784,FALSE,A3784
42.062.00,"Selaginella (bigelovii, wallacei)",Alliance,A3785,A3785,FALSE,A3785
45.419.00,Senecio triangularis [inactive],Alliance,A4424,,TRUE,A4424
52.210.00,Sesuvium verrucosum,Alliance,A3879,A3879,FALSE,A3879
45.420.00,Solidago canadensis,Alliance,A4119,,FALSE,A4119
52.010.00,Sparganium (angustifolium),Alliance,A3893,A3893,FALSE,A3893
41.070.00,"Spartina (alterniflora, densiflora)",Semi-Natural Alliance,ACA0028,,FALSE,ACA0028
52.020.00,Spartina foliosa,Alliance,A3902,A3902,FALSE,A3902
52.107.00,Stuckenia (pectinata) – Potamogeton spp.,Alliance,ACA0033,A4067,FALSE,ACA0033
45.171.00,Torreyochloa pallida [inactive],Alliance,ANEW112,,TRUE,ANEW112
45.135.00,Triantha occidentalis – Narthecium californicum,Alliance,A3598,,FALSE,A3598
45.426.00,Trifolium longipes,Alliance,ACA0040,,FALSE,ACA0040
42.005.00,Trifolium variegatum,Alliance,A4175,A4175,FALSE,A4175
52.050.00,"Typha (angustifolia, domingensis, latifolia)",Alliance,A3896,A3896,FALSE,A3896
45.423.00,Veratrum californicum [inactive],Alliance,A3809,,TRUE,A3809
52.213.00,Spergularia marina,Alliance,ACA0036,,FALSE,ACA0036
33.325.00,Fallugia paradoxa,Alliance,A3259,A3259,FALSE,A3259
33.375.00,Mortonia utahensis,Alliance,A4158,A4158,FALSE,A4158
52.160.00,Cladium californicum,Alliance,A4164,A4164,FALSE,A4164
45.260.00,"Eleocharis (palustris, rostellata) Alkaline-Saline",Alliance,A3930,A3930,FALSE,A3930
42.230.00,"Heterotheca (oregona, sessiliflora)",Alliance,ACA0010,,FALSE,ACA0010
41.131.00,Bromus carinatus – Elymus glaucus,Alliance,A4244,A4244,FALSE,A4244
61.590.00,Psorothamnus fremontii – Psorothamnus polydenius,Alliance,A4186,A4186,FALSE,A4186
33.305.00,Amphipappus fremontii – Salvia funerea,Alliance,A4159,A4159,FALSE,A4159
61.218.00,Salix boothii – Salix geyeriana – Salix lutea,Alliance,A3769,A3769,FALSE,A3769
42.640.00,Allium spp. – Streptanthus spp. – Hesperolinon spp. Serpentinite,Alliance,A3783,A3783,FALSE,A3783
32.230.00,"Corethrogyne filaginifolia – Eriogonum (elongatum, nudum)",Alliance,A4238,A4238,FALSE,A4238
41.279.00,Poa secunda – Muhlenbergia richardsonis – Carex douglasii,Alliance,A4165,A4165,FALSE,A4165
41.195.00,Calamagrostis scopulorum – Andropogon glomeratus,Alliance,A2655,A2655,FALSE,A2655
33.055.00,Cylindropuntia acanthocarpa / Pleuraphis rigida,Alliance,A4156,A4156,FALSE,A4156
87.240.00,Pinus muricata – Pinus radiata,Alliance,A4097,A4097,FALSE,A4097
88.501.00,Abies concolor Dry,Alliance,A3420,A3420,FALSE,A3420
33.295.00,Aloysia wrightii – Pericome caudata – Ephedra nevadensis,Alliance,A4025,A4025,FALSE,A4025
61.565.00,Celtis laevigata var. reticulata – Rhus trilobata,Alliance,A3973,A1033,FALSE,A3973
61.565.00,Celtis laevigata var. reticulata – Rhus trilobata,Alliance,A1033,A1033,FALSE,A1033
22.310.00,Chorizanthe rigida – Geraea canescens Desert Pavement,Alliance,A4024,A4024,FALSE,A4024
36.130.00,Monolopia (lanceolata) – Coreopsis (calliopsidea),Alliance,ACA0014,,FALSE,ACA0014
33.265.00,Peucephyllum schottii – Pleurocoronis pluriseta [pending],Alliance,A3143,A3143,FALSE,A3143
79.300.00,Phoenix dactylifera – Washingtonia filifera,Semi-Natural Alliance,A4161,A4161,FALSE,A4161
41.100.00,"Sphaeralcea (ambigua, coccinea, parvifolia)",Alliance,A4216,A4216,FALSE,A4216
63.540.00,Vitis arizonica – Vitis girdiana,Alliance,A4162,A4162,FALSE,A4162
42.630.00,Dudleya cymosa – Dudleya lanceolata / Lichen – Moss,Alliance,A4073,A4073,FALSE,A4073
61.216.00,Salix gooddingii – Salix laevigata,Alliance,A3752,A3752,FALSE,A3752
42.081.00,Phragmites australis – Arundo donax,Semi-Natural Alliance,A3847,A3847,FALSE,A3847
43.120.00,Dudleya greenei – Dudleya spp. Succulent Scrub,Alliance,A4144,A4144,FALSE,A4144
77.100.00,Quercus tomentella – Lyonothamnus floribundus,Alliance,A4124,A4124,FALSE,A4124
32.036.00,Eriogonum arborescens – Eriogonum grande,Alliance,A4239,A4239,FALSE,A4239
37.912.00,Prunus ilicifolia – Heteromeles arbutifolia – Ceanothus spinosus,Alliance,A3863,A3863,FALSE,A3863
37.421.00,Quercus cedrosensis [pending],Special Stands,ACA0031,,FALSE,ACA0031
63.550.00,Baccharis emoryi – Baccharis sergiloides,Alliance,A3874,A3874,FALSE,A3874
32.046.00,Eriogonum wrightii – Eriogonum heermannii – Buddleja utahensis,Alliance,A4167,A4167,FALSE,A4167
42.240.00,"Holocarpha (heermannii, virgata) [pending]",Alliance,ACA0038,,FALSE,ACA0038
33.045.00,Senegalia greggii – Hyptis emoryi – Justicia californica,Alliance,A4187,A4187,FALSE,A4187
37.323.00,"Arctostaphylos (canescens, manzanita, stanfordiana)",Alliance,A3859,A2282,FALSE,A3859
37.323.00,"Arctostaphylos (canescens, manzanita, stanfordiana)",Alliance,A3865,A2282,FALSE,A3865
45.570.00,"Juncus (effusus, patens) – Carex (pansa, praegracilis)",Alliance,A3822,A2290,FALSE,A3822
45.232.00,"Eleocharis (acicularis, macrostachya) [inactive]",Alliance,A3807,A3891,TRUE,A3807
45.232.00,"Eleocharis (acicularis, macrostachya) [inactive]",Alliance,A3891,A3891,TRUE,A3891
42.027.00,Avena spp. – Bromus spp.,Semi-Natural Alliance,A3870,A3870,FALSE,A3870
41.151.00,Nassella spp. – Melica spp.,Alliance,A2277,A2277,FALSE,A2277
37.324.00,"Arctostaphylos (bakeri, montana)",Alliance,A2283,A3859,FALSE,A2283
42.220.00,Cynodon dactylon – Crypsis spp. – Paspalum spp.,Semi-Natural Alliance,A4081,A4081,FALSE,A4081
63.909.00,Gaultheria shallon – Rubus (ursinus),Alliance,A3739,,FALSE,A3739
63.910.00,Rubus spectabilis – Morella californica,Alliance,A2609,A2609,FALSE,A2609
63.910.00,Rubus spectabilis – Morella californica,Alliance,A0836,A2609,FALSE,A0836
52.126.00,Ceratophyllum demersum Aquatic,Alliance,A3923,A3923,FALSE,A3923
41.081.00,Leymus cinereus – Leymus triticoides,Alliance,A1329,A1329,FALSE,A1329
32.051.00,Encelia californica – Eriogonum cinereum,Alliance,A3882,A3882,FALSE,A3882
52.124.00,Nuphar spp. – Potamogeton spp. – Lemna spp. Freshwater Aquatic [inactive],Alliance,A3926,A3926,TRUE,A3926
52.124.00,Nuphar spp. – Potamogeton spp. – Lemna spp. Freshwater Aquatic [inactive],Alliance,A1747,A3926,TRUE,A1747
52.124.00,Nuphar spp. – Potamogeton spp. – Lemna spp. Freshwater Aquatic [inactive],Alliance,A3927,A3926,TRUE,A3927
52.125.00,Brasenia schreberi Aquatic [pending],Alliance,A3922,A3922,FALSE,A3922
63.311.00,Frangula californica – Rhododendron occidentale – Salix breweri,Alliance,ACA0003,A2284,FALSE,ACA0003
61.514.00,Prosopis glandulosa – Prosopis velutina – Prosopis pubescens,Alliance,A3877,A3877,FALSE,A3877
61.555.00,Chilopsis linearis – Psorothamnus spinosus,Alliance,A1044,A1044,FALSE,A1044
33.315.00,Prunus fasciculata – Salazaria mexicana,Alliance,A4185,A4185,FALSE,A4185
35.350.00,Chrysothamnus viscidiflorus,Alliance,A3195,A3195,FALSE,A3195
42.012.00,Brassica tournefortii – Malcolmia africana,Semi-natural Alliance,A4166,A4166,FALSE,A4166
22.105.00,Dicoria canescens – Abronia villosa – Panicum urvilleanum,Alliance,A4026,A4026,FALSE,A4026
